id,name,city_code,country_code,
94857,Ballerini,114870,IT,
94858,Dolomieu,114868,FR,
94859,Castelnau-d'Estrétefonds,114931,FR,
94860,St Levan,114898,UK,
94861,Hrádek u Sušice,36806,CZ,
94862,Olivola,114876,IT,
94863,San Felice,12465,IT,
94864,Montebello,114913,IT,
94865,Neuilly-le-Vendin,26566,FR,
94866,Congo,114930,BR,
94867,Oneux,114897,FR,
94868,Jarrow,114917,UK,
94869,Itaberaí,114871,BR,
94870,Palluau,51022,FR,
94871,Clitourps,114914,FR,
94872,Vobbia,114880,IT,
94873,Montpouillan,114927,FR,
94874,Wallers,114929,FR,
94875,Villiers-Fossard,50835,FR,
94876,Riale,114896,IT,
94877,Banham,114968,UK,
94878,Krešice,114937,CZ,
94879,Soglio,29294,IT,
94880,Talamalai,114938,IN,
94881,Squille,114939,IT,
94882,Cussac,43750,FR,
94883,Piégut-Pluviers,47828,FR,
94884,Kushtagi,114940,IN,
94885,Kagvad,114941,IN,
94886,Cortina d'Ampezzo,114942,IT,
94887,Gârleni,114943,RO,
94888,Sainte-Marthe,114944,FR,
94889,Cassolnovo,114946,IT,
94890,Quiéry-la-Motte,114945,FR,
94891,Smilovy Hory,114936,CZ,
94892,Suchohrdly,94880,CZ,
94893,Créon-d'Armagnac,115004,FR,
94894,Jeux-lès-Bard,114975,FR,
94895,Dolní Lutyne,114989,CZ,
94896,Holtzwihr,114990,FR,
94897,Hora Svaté Kateriny,114991,CZ,
94898,Mahoba,114947,IN,
94899,Ledegem,114948,BE,
94900,Salepur,114949,IN,
94901,Husinec,115003,CZ,
94902,Naintré,114950,FR,
94903,Castion Veronese,115005,IT,
94904,Angliers,115006,FR,
94905,Poštorná,115008,CZ,
94906,Gionges,115009,FR,
94907,Vendolí,114985,CZ,
94908,Surbourg,114965,FR,
94909,Chemiré-sur-Sarthe,114972,FR,
94910,Weaverham,114977,UK,
94911,Coglès,115000,FR,
94912,Ainay-le-Vieil,114971,FR,
94913,Mailhac-sur-Benaize,114978,FR,
94914,Borgo Tossignano,114988,IT,
94915,Scano di Montiferro,114979,IT,
94916,Ripattoni,114992,IT,
94917,Nové Dvory,114993,CZ,
94918,Sloup v Cechách,114994,CZ,
94919,Pluhuv Ždár,114980,CZ,
94920,Santes,114981,FR,
94921,Chiré-en-Montreuil,114957,FR,
94922,Cardinale,114958,IT,
94923,Cold Ashton,114959,UK,
94924,Katol,114970,IN,
94925,Cursolo-Orasso,114955,IT,
94926,Adhartal,114999,IN,
94927,Castlewellan,52319,UK,
94928,Saint-Florent-sur-Auzonnet,30494,FR,
94929,Cinigiano,114961,IT,
94930,Votice,114987,CZ,
94931,Dornas,51924,FR,
94932,Castel Sant'Elia,114964,IT,
94933,La Roche-de-Glun,51940,FR,
94934,Nová Olešná,114995,CZ,
94935,Saint-Clément-des-Levées,114951,FR,
94936,Albizzate,114966,IT,
94937,Palsana,114998,IN,
94938,Roynac,114954,FR,
94939,Marigny-Brizay,114984,FR,
94940,Kokašice,114963,CZ,
94941,Lounovice pod Blanikem,4952,CZ,
94942,Saint-Samson-de-Bonfossé,114969,FR,
94943,Seraucourt-le-Grand,51847,FR,
94944,Longechaux,114967,FR,
94945,Tri Sekery,114996,CZ,
94946,Godarpura,114952,IN,
94947,Kharkhoda,114953,IN,
94948,Rumilly-lès-Vaudes,86505,FR,
94949,padmale,115007,IN,
94950,Bourbach-le-Haut,115002,FR,
94951,Lonikand,115001,IN,
94952,Vendaso,114974,IT,
94953,Brebbia,114976,IT,
94954,Fléac-sur-Seugne,114962,FR,
94955,Tichá,114982,CZ,
94956,Raiganj,114973,IN,
94957,Mandideep,114983,IN,
94958,Hinganghat,114956,IN,
94959,Saint-Algis,114986,FR,
94960,Fokia,23131,GR,
94961,Taipa,113779,MO,
94962,Rasquert,25223,NL,
94963,Duizel,115104,NL,
94964,Monte Orsello,115010,IT,
94965,Oberkolbnitz,115011,AT,
94966,Cintegabelle,101010,FR,
94967,Dracy-Saint-Loup,115013,FR,
94968,La Jarne,115012,FR,
94969,Balledent,115014,FR,
94970,Brue-Auriac,115015,FR,
94971,Petersbaumgarten,115016,AT,
94972,Mitterarnsdorf,115017,AT,
94973,Bischofstetten,115018,AT,
94974,Isasca,115019,IT,
94975,Tesbabo,10895,ES,
94976,Lavans-Vuillafans,115020,FR,
94977,Goudelin,18529,FR,
94978,Auersthal,115021,AT,
94979,Klimkovice,115022,CZ,
94980,Campome,115023,FR,
94981,Saint-Luperce,115024,FR,
94982,Casa dello Stumio,115025,IT,
94983,Gstatterboden,115026,AT,
94984,Morašice,115027,CZ,
94985,Atalaya,115029,AR,
94986,Prinsenbeek,115080,NL,
94987,Talaguppa,115109,IN,
94988,Kanuja,115110,IN,
94989,Sasca Romana,115111,RO,
94990,Doumely-Begny,115112,FR,
94991,Boven-Leeuwen,115113,NL,
94992,Sircilla,115114,IN,
94993,Medenec,115028,CZ,
94994,Blauzac,49093,FR,
94995,Algámitas,46588,ES,
94996,Cruet,26503,FR,
94997,Gosaldo,115042,IT,
94998,Los Belones,12107,ES,
94999,Sandhapur,115107,IN,
95000,Waterlandkerkje,25168,NL,
95001,Surhuizum,54761,NL,
95002,Prundu Bârgaului,115108,RO,
95003,Beaune-d'Allier,115079,FR,
95004,Guacheta,115081,CO,
95005,"Saint-Chamant, Corrèze",115082,FR,
95006,Muros,115030,IT,
95007,Torresina,115031,IT,
95008,Jeremoabo,115032,BR,
95009,Veyrines-de-Vergt,115059,FR,
95010,'s-Heerenbroek,115083,NL,
95011,Muntele Cacovei,115084,RO,
95012,Valliyammapuram,115033,IN,
95013,Santa Lucia del Mela,115034,IT,
95014,Cumieres,115061,FR,
95015,Sundarpura,115090,IN,
95016,Topolog,115067,RO,
95017,Ittireddu,115035,IT,
95018,Samolaco,29251,IT,
95019,Glimmen,115064,NL,
95020,Becicherecu Mic,115066,RO,
95021,Almayrac,26365,FR,
95022,Torricella Sicura,115065,IT,
95023,Villeneuve-la-Lionne,115068,FR,
95024,Changaramkulam,115072,IN,
95025,Degré,82935,FR,
95026,Dreuil-lès-Amiens,115075,FR,
95027,Montagut i Oix,115076,ES,
95028,Oltrona Di San Mamette,115085,IT,
95029,Prosecnice,115036,CZ,
95030,Fiorenzuola D'Arda,115037,IT,
95031,Isavarre,30426,ES,
95032,Hroubovice,115039,CZ,
95033,Kumhari,115038,IN,
95034,Cava de' Tirreni,115086,IT,
95035,Skocice,115040,CZ,
95036,La Meyze,115098,FR,
95037,Supuru de Jos,115093,RO,
95038,Dyjákovicky,115041,CZ,
95039,Pamproux,115095,FR,
95040,Esquay-sur-Seulles,115062,FR,
95041,Groote Keeten,28603,NL,
95042,Oostelbeers,55040,NL,
95043,Ton Sai,115097,TH,
95044,Racu,115099,RO,
95045,San Cipriano,115100,CO,
95046,Sita Buzaului,115069,RO,
95047,Oosterzee,115101,NL,
95048,Westendorp,30328,NL,
95049,Bhaliwadi,115046,IN,
95050,Bleiswijk,115091,NL,
95051,Carapito,115094,PT,
95052,Kekerdom,115102,NL,
95053,Parpunja,115049,IN,
95054,Wilnis,115092,NL,
95055,Rohia,115074,RO,
95056,Bergentheim,25332,NL,
95057,Palanques,115043,ES,
95058,Sarra,115116,IN,
95059,Jonkersland,115070,NL,
95060,Luncanii de Jos,115071,RO,
95061,Renkum,33442,NL,
95062,Gornea,115106,RO,
95063,Capena,37672,IT,
95064,Sirnea,115060,RO,
95065,Oijen,115051,NL,
95066,Saint-Pardon-de-Conques,115077,FR,
95067,El Pont de Vilomara i Rocafort,115058,ES,
95068,Lison,115103,FR,
95069,Berkel en Rodenrijs,115056,NL,
95070,Allemanche-Launay-et-Soyer,115115,FR,
95071,Vistisoara,115078,RO,
95072,Camisano,115044,IT,
95073,Karnaprayag,115087,IN,
95074,Boutigny,115047,FR,
95075,Fassa Valley,14976,IT,
95076,Hato Nuevo,115048,CO,
95077,Poiana Aiudului,115052,RO,
95078,"Saint-Palais, Allier",115050,FR,
95079,Vernosc-lès-Annonay,115088,FR,
95080,Nildoh,115089,IN,
95081,Grossos,115055,BR,
95082,Bodia,115073,RO,
95083,Ariranha,115045,BR,
95084,Taibon Agordino,115054,IT,
95085,Sallenelles,115057,FR,
95086,Corigliano-Rossano,115105,IT,
95087,Den Ilp,115053,NL,
95088,Lithí,58216,GR,
95089,Keshod,115183,IN,
95090,"Horsefly,British Columbia",115184,CA,
95091,Berbesti,115185,RO,
95092,Pegões,115186,PT,
95093,"Martainville, Eure",115187,FR,
95094,Chuo,115189,JP,
95095,Saint-Nicolas-de-Pierrepont,115188,FR,
95096,"Rivière-au-Tonnerre,Quebec",115190,CA,
95097,Domeyrot,115191,FR,
95098,Purnankuppam,115192,IN,
95099,Krepice,115193,CZ,
95100,Timau,115194,IT,
95101,"Chilanko Forks,British Columbia",115195,CA,
95102,Porcheres,115196,FR,
95103,Saint-Just-et-Vacquières,49173,FR,
95104,Nonglard,115198,FR,
95105,Kojetice,115197,CZ,
95106,Boulc,115199,FR,
95107,Póvoa de Rio de Moinhos,115200,PT,
95108,"Rivière-Ouelle,Quebec",115201,CA,
95109,Bollingawier,115117,NL,
95110,Târnovita,115171,RO,
95111,Carpinis,115125,RO,
95112,Juquiá,115142,BR,
95113,Krishnanagar,115172,IN,
95114,Capizzi,115173,IT,
95115,Milhão,115174,PT,
95116,Langano,115175,ET,
95117,Caçarelhos,115140,PT,
95118,La Chapelle-Haute-Grue,107233,FR,
95119,Central de Minas,115156,BR,
95120,Ocolisu Mic,115127,RO,
95121,Tadong,115143,IN,
95122,Badeni,115144,RO,
95123,Grosi,115145,RO,
95124,Passa Tempo,115146,BR,
95125,Navour-sur-Grosne,115147,FR,
95126,Penaflor,115149,CL,
95127,Javerlhac-et-la-Chapelle-Saint-Robert,115148,FR,
95128,Bamansure,115131,IN,
95129,Capelo,115122,PT,
95130,Viana do Alentejo,55448,PT,
95131,Altagracia,75178,VE,
95132,Le May-sur-Evre,115158,FR,
95133,Navió et Vitorino dos Piães,115160,PT,
95134,Saint-Félix-de-Villadeix,47862,FR,
95135,Benassay,115154,FR,
95136,Espeluche,115155,FR,
95137,Tierra Amarilla,115164,CL,
95138,Lanchang,115120,MY,
95139,Almaceda,115176,PT,
95140,Salamandre,115121,DZ,
95141,Vijon,115177,FR,
95142,Luangwa,115123,ZM,
95143,Betânia,115124,BR,
95144,Nyarugina,115152,RW,
95145,Lango,23463,DK,
95146,Olburgen,31346,NL,
95147,Beheramal,115128,IN,
95148,San Antonio de Los Altos,115129,VE,
95149,Campeni,115130,RO,
95150,Muntele Rece,115139,RO,
95151,Selimbar,115134,RO,
95152,Agua de Vaca,115133,VE,
95153,Sermaises,115141,FR,
95154,Gladsaxe,115178,DK,
95155,Bretea,115208,RO,
95156,Cubiro,115132,VE,
95157,Los Menucos,115163,AR,
95158,Skalka,15578,CZ,
95159,"La Scie,Newfoundland and Labrador",115180,CA,
95160,São Vicente de Lafões,115203,PT,
95161,"Millet,Alberta",115204,CA,
95162,"Sainte-Thècle,Quebec",115205,CA,
95163,Ranchy,115119,FR,
95164,Parcey,48858,FR,
95165,Buret,25563,BE,
95166,Kanchoch,115161,TJ,
95167,Chiuza,115157,RO,
95168,Taraori,115209,IN,
95169,Gndevaz,115170,AM,
95170,Champagne,115151,FR,
95171,Izel,44528,BE,
95172,Soubrebost,115153,FR,
95173,Degollado,115137,MX,
95174,Cicanesti,115150,RO,
95175,Sutesti,115136,RO,
95176,Bakor,115118,IN,
95177,Nový Šaldorf-Sedlešovice,115202,CZ,
95178,Maisons,115181,FR,
95179,São José do Norte,115210,BR,
95180,Qurghonteppa,115167,TJ,
95181,Dobârlau,115207,RO,
95182,Roy,25607,BE,
95183,Gracciano,53774,IT,
95184,Coltau,115159,RO,
95185,Saint-Paul-de-Varax,52050,FR,
95186,Ville-sur-Illon,115162,FR,
95187,Bozovici,115135,RO,
95188,Cerquilho,115126,BR,
95189,Mainxe-Gondeville,115179,FR,
95190,Tucapel,115169,CL,
95191,Litencice,115206,CZ,
95192,Rus,115165,RO,
95193,Bøvlingbjerg,115166,DK,
95194,Gokak,115240,IN,
95195,Poo,115222,IN,
95196,Meram,115223,TR,
95197,Penukonda,115224,IN,
95198,Angadipuram,115225,IN,
95199,Prioro,115214,ES,
95200,Nevata,115235,IN,
95201,Chevigny-en-Valière,115239,FR,
95202,Bègues,115241,FR,
95203,Narin,115243,SI,
95204,Farukh Nagar,115242,IN,
95205,Korem,115211,ET,
95206,Navarro,115212,AR,
95207,Magadi,115213,IN,
95208,Dumra,115216,IN,
95209,Kog,115244,SI,
95210,Malavalli,115245,IN,
95211,Kožljek,115246,SI,
95212,Boma,115215,IN,
95213,Mansa,115234,IN,
95214,Patkui,115219,IN,
95215,Krám,115229,SK,
95216,Kalri,115228,IN,
95217,Mayapur,115221,IN,
95218,Longecourt-lès-Culêtre,115248,FR,
95219,Gornovo,115249,BY,
95220,Nongstoin,115236,IN,
95221,Le Gros-Theil,50738,FR,
95222,Skjåk,115250,NO,
95223,Jobner,115233,IN,
95224,Mokhampura,115217,IN,
95225,Tyrna,115231,IN,
95226,Saint-Jean-des-Champs,115226,FR,
95227,Kasara,115220,IN,
95228,Khairagarh,115237,IN,
95229,Perriers-sur-Andelle,115227,FR,
95230,Louey,115230,FR,
95231,Shnogh,115247,AM,
95232,Svecina,115238,SI,
95233,Jablonov nad Turnou,115232,SK,
95234,"Spring Valley, Illinois,Illinois",115259,US,
95235,Tewitfield,115251,UK,
95236,"Washington, New Jersey,New Jersey",115299,US,
95237,Millahue,115218,CL,
95238,Habas,115292,FR,
95239,Barkur,115293,IN,
95240,Sanilhac-Sagriès,115294,FR,
95241,Lawbyrwa,115295,IN,
95242,Nesles-la-Vallée,48925,FR,
95243,Tørberget,115252,NO,
95244,Bofete,115296,BR,
95245,Dhemaji,115297,IN,
95246,Arakkonam,115253,IN,
95247,Bougouni,31568,ML,
95248,Šmartno,115254,SI,
95249,Ljubno,115255,SI,
95250,Montesson,48963,FR,
95251,Barra de Santana,115256,BR,
95252,Vikasnagar,115257,IN,
95253,Hojai,115258,IN,
95254,Coja,30273,PT,
95255,Varangerbotn,115264,NO,
95256,La Feuillée,48496,FR,
95257,Jahazpur,115265,IN,
95258,Corachar,115274,ES,
95259,L'Ametlla del Vallès,115275,ES,
95260,Oristà,115276,ES,
95261,Umbria,17011,IT,
95262,Allagadda,115261,IN,
95263,Vinzelles,115260,FR,
95264,Pacatuba,115284,BR,
95265,Ntcheu,115298,MW,
95266,Kartal,115273,TR,
95267,Kanakapura,115286,IN,
95268,Çatalca,115267,TR,
95269,Mehra Gaon,115269,IN,
95270,Vicq-sur-Gartempe,115287,FR,
95271,Orford,115300,UK,
95272,Sobrosa,115280,PT,
95273,Pirangucu,115282,BR,
95274,Rudrapara,115285,IN,
95275,São Marcos da Ataboeira,115288,PT,
95276,Farkawn,115281,IN,
95277,Darsilami,115289,GM,
95278,Belenli,115270,TR,
95279,Marandahalli,115291,IN,
95280,Treppo Grande,115271,IT,
95281,Çukurçayir,115272,TR,
95282,Vellaramkunnu,115268,IN,
95283,Juncais,115283,PT,
95284,Casitti Superiore,115278,IT,
95285,Dornes,48427,FR,
95286,Bathad,115263,IN,
95287,Gibostad,115266,NO,
95288,Oliveira do Bairro,115301,PT,
95289,Agüero,114699,ES,
95290,Branston,115348,UK,
95291,Ivancea,115306,MD,
95292,Chapelle-Viviers,51655,FR,
95293,"Penygroes, Gwynedd",115307,UK,
95294,Plouguernével,80812,FR,
95295,Kotturu,115318,IN,
95296,Snainton,115319,UK,
95297,Prailles,51704,FR,
95298,Bearsted,115320,UK,
95299,Rowland's Castle,115321,UK,
95300,Raveau,115322,FR,
95301,Hilltown,115323,UK,
95302,Beaumat,115324,FR,
95303,Les Adrets,115325,FR,
95304,Pradelle,115326,FR,
95305,Garvagh,80175,UK,
95306,Gironde,61903,FR,
95307,Beligeri,115327,IN,
95308,Bishop's Waltham,115329,UK,
95309,Saint-Priest-sous-Aixe,115328,FR,
95310,"Havre-Aubert,Quebec",115330,CA,
95311,La Garnache,115331,FR,
95312,Virginopolis,115332,BR,
95313,Saint-Didier-sur-Arroux,115333,FR,
95314,Kata Pathar,115334,IN,
95315,Hercé,115335,FR,
95316,La Croix-Helléan,115336,FR,
95317,Latilly,115337,FR,
95318,Prunay-en-Yvelines,115338,FR,
95319,Ampasimena,115339,MG,
95320,Itabaianinha,115310,BR,
95321,Bassoncourt,115351,FR,
95322,Kolwade,115311,IN,
95323,Clessé,51091,FR,
95324,Rio de Onor,115314,PT,
95325,"Houghton, West Sussex",115317,UK,
95326,Sultanpur Lodhi,115344,IN,
95327,Korojole,115343,ET,
95328,Japca,115313,MD,
95329,Saint-Lanne,115342,FR,
95330,Chiscareni,115308,MD,
95331,Iturama,115346,BR,
95332,Saint-Sauveur,115345,FR,
95333,Chichimilá,115309,MX,
95334,Virignin,115349,FR,
95335,Beaubery,115350,FR,
95336,Hosahalli,115315,IN,
95337,Grigor'yevka,115340,KG,
95338,Mechuka,115312,IN,
95339,Roquefort-les-Cascades,115341,FR,
95340,Collingham,115316,UK,
95341,Soueix-Rogalle,50050,FR,
95342,Boca,115347,IT,
95343,Nanthiat,80642,FR,
95344,Blankensee (Mecklenburg),43862,DE,
95345,Shaldon,100007,UK,
95346,"Saint-Savin, Isère",108383,FR,
95347,Vinça,49188,FR,
95348,Chanteloup-les-Vignes,115413,FR,
95349,Vagvozero,115367,RU,
95350,San Juste,115411,ES,
95351,Santiago del Collado,115412,ES,
95352,Novalesa,115352,IT,
95353,Merine,115414,IT,
95354,Genevreuille,115415,FR,
95355,La Ferté,115416,FR,
95356,Dolasvip'i,115417,GE,
95357,Saint-Désert,115420,FR,
95358,Alonei HaBashan,115421,SY,
95359,Pengembur,115422,ID,
95360,Haulerwijk,54727,NL,
95361,Visina,115423,RO,
95362,Meresti,115424,RO,
95363,Zetten,115425,NL,
95364,Yeh Sumbul,115426,ID,
95365,Claino con Osteno,19159,IT,
95366,Marcellus,115363,FR,
95367,La Sassa,64357,IT,
95368,Stivan,115378,HR,
95369,San Carlo,54147,IT,
95370,Dinh Van,115408,VN,
95371,Abla,115409,ES,
95372,Cañícosa,115410,ES,
95373,Espiche,12713,PT,
95374,Hukerenui,115353,NZ,
95375,Reliquias,115418,PT,
95376,Amaroni,115391,IT,
95377,Milborne Port,115406,UK,
95378,La Palma,5344,ES,
95379,Morcenx-la-Nouvelle,115354,FR,
95380,Neuf-Église,115355,FR,
95381,Vetvenik,115384,RU,
95382,Besova,115368,RU,
95383,Nikitino,115369,RU,
95384,Kuijoe,115365,EE,
95385,Glenomaru,115366,NZ,
95386,Yagodnoye,115370,RU,
95387,Beaupuy,115356,FR,
95388,Ermistu,115371,EE,
95389,Aprip,115357,AL,
95390,Khir Ganga,115362,IN,
95391,Lobera de Onsella,115401,ES,
95392,Burai,115405,ID,
95393,Killough,115380,UK,
95394,Relinskiy,115359,RU,
95395,El Higuerón,115404,ES,
95396,Scissett,52536,UK,
95397,Sarón,115399,ES,
95398,Strangford,115400,UK,
95399,Crantock,52617,UK,
95400,Kocullu,115382,TR,
95401,Saint-Bénézet,115374,FR,
95402,Dienten am Hochkönig,115375,AT,
95403,Agios Therapon,115387,CY,
95404,Kulmuksa,115361,RU,
95405,Cambiasca,115398,IT,
95406,Batino,115379,RU,
95407,Wellesbourne,44829,UK,
95408,Copplestone,115381,UK,
95409,Burakovo,115372,RU,
95410,Koshkino,115390,RU,
95411,Le Merlerault,115377,FR,
95412,O Rosal,115402,ES,
95413,Inino,115364,RU,
95414,Te Puna,115358,NZ,
95415,Ladozhskoye Ozero,115396,RU,
95416,Gromovo,115397,RU,
95417,Bradford Abbas,115403,UK,
95418,Berezovyy Mostik,115360,RU,
95419,Hacienda El Belén,115393,EC,
95420,Subbutino,115385,RU,
95421,Gruzino,115394,RU,
95422,Gakkovo,115395,RU,
95423,Romashki,115376,RU,
95424,Borisovskoye,115383,RU,
95425,De Waal,115388,NL,
95426,Zabolotye,115386,RU,
95427,Inegen,115392,RU,
95428,Rechnoye,115373,RU,
95429,Mittelstrimmig,115389,DE,
95430,Distré,115454,FR,
95431,Monterrubio de Armuña,115455,ES,
95432,Sarigyugh,115429,AM,
95433,Jaucourt,48808,FR,
95434,Dsegh,115456,AM,
95435,Ortiguera,115457,ES,
95436,Pedrazales,115458,ES,
95437,Pont-sur-Seine,115460,FR,
95438,El Mallol,115459,ES,
95439,Le Pin,115461,FR,
95440,Kasukabe,115462,JP,
95441,Cedri,115463,IT,
95442,Chatan,115464,JP,
95443,Vallanes,115465,IS,
95444,Jort,50732,FR,
95445,Buccheri,115466,IT,
95446,Senna Comasco,115427,IT,
95447,Paleleh,115467,ID,
95448,Roquefeuil,49343,FR,
95449,Alice Castello,115440,IT,
95450,Demir Hisar,115441,MK,
95451,Tiputa,115428,PF,
95452,Hoyvík,23938,FO,
95453,Tacurong,115437,PH,
95454,Camastianavaig,115435,UK,
95455,Ciwaru,115438,ID,
95456,Amurang,115439,ID,
95457,Dapa,115433,PH,
95458,Želechovice nad Drevnicí,115432,CZ,
95459,Sarsina,115450,IT,
95460,Ubay,115434,PH,
95461,Gerung,115431,ID,
95462,Oldrichov v Hájích,115442,CZ,
95463,Tomang,115443,ID,
95464,Possagno,115449,IT,
95465,La Calzada de Béjar,115444,ES,
95466,Bajang,115445,ID,
95467,Buenache de la Sierra,115447,ES,
95468,Mattchow,115436,DE,
95469,Cipete Selatan,115430,ID,
95470,Campillo de Azaba,115451,ES,
95471,Gil García,115448,ES,
95472,Koguva,115446,EE,
95473,Rives-du-Loir-en-Anjou,115468,FR,
95474,Ali Mendjeli,115482,DZ,
95475,El Rosal,115483,CO,
95476,Ikare-Akoko,115484,NG,
95477,El Barrio,115485,HN,
95478,Zegama,115487,ES,
95479,Lerik,115486,AZ,
95480,Laguna Verde,115488,CL,
95481,Dornelas do Zêzere,115489,PT,
95482,Sayat,115490,UZ,
95483,Padre Las Casas,115491,CL,
95484,Tebra,115469,ES,
95485,Alvarado,115492,CO,
95486,Harju County,59233,FI,
95487,Villenauxe-la-Petite,115470,FR,
95488,Bockholtz,54556,LU,
95489,Guhrow,115479,DE,
95490,Pedrafita do Cebreiro,115478,ES,
95491,Staicele,30839,LV,
95492,Shofirkon,115472,UZ,
95493,Ila Orangun,115497,NG,
95494,Old Nigo,115471,GH,
95495,Pomßen,115493,DE,
95496,Iturgoien,115494,ES,
95497,Pandi,115495,CO,
95498,Chovellén,115473,CL,
95499,Vobkent,115474,UZ,
95500,Göllnitz,115477,DE,
95501,Hinter Bollhagen,31325,DE,
95502,Peñanegra,115499,PE,
95503,Dzvinkove,115501,UA,
95504,Polán,115503,ES,
95505,Langvag - Ballangen,13269,NO,
95506,Spahnharrenstätte,115505,DE,
95507,Concepción,115500,CO,
95508,Gorsdorf,115475,DE,
95509,Hamresanden,42517,NO,
95510,Bolstadøyri,115498,NO,
95511,Balneario Ipora,115476,UY,
95512,Altagracia,115481,CO,
95513,Kampong Khleang,115504,KH,
95514,Llaullao,115496,CL,
95515,"Vartashen-Kishlakh, Vartashenkyshlak",115480,AZ,
95516,Rehainviller,115539,FR,
95517,Dogmersfield,115622,UK,
95518,"Martinez, Georgia,Georgia",115691,US,
95519,Alougoum,115677,MA,
95520,Pueblo Viejo,108411,CO,
95521,Ishaka,115630,UG,
95522,Barretaine,115597,FR,
95523,Mbocayaty,115686,PY,
95524,Wartmannstetten,115689,AT,
95525,Monkstown,115598,IE,
95526,Santa Rosa de Lima,115599,SV,
95527,Santa Eulalia Bajera,115600,ES,
95528,Okkenbroek,115601,NL,
95529,Vaubadon,115603,FR,
95530,Mariano Roque Alonso,115602,PY,
95531,Rogalewo,115604,PL,
95532,Tarmigt,101963,MA,
95533,Rio Chiquito,115605,SV,
95534,San Vicente,115606,SV,
95535,Tamanique,115608,SV,
95536,Solórzano,115607,ES,
95537,La Vernelle,115609,FR,
95538,Vainutas,115610,LT,
95539,Neuilly,115612,FR,
95540,Gellicum,115613,NL,
95541,Palmillas,115507,MX,
95542,Camps-sur-l'Agly,115532,FR,
95543,Svarstad,115514,NO,
95544,Aledo,115665,ES,
95545,Cricau,115645,RO,
95546,Valldoreix,115692,ES,
95547,Glinniki,115693,RU,
95548,Rancio Valcuvia,115694,IT,
95549,Quang Tri,115695,VN,
95550,Cherga,115696,RU,
95551,Cachipay,115529,CO,
95552,Marco de Canaveses,115646,PT,
95553,Tamtetoucht,115682,MA,
95554,Tit Mellil,115628,MA,
95555,Mura,115579,ES,
95556,Bars,47753,FR,
95557,Colondannes,115580,FR,
95558,Lampoldshausen,115549,DE,
95559,Medinas,115555,AR,
95560,Löbejün,115558,DE,
95561,Kõrkvere,115562,EE,
95562,Borines,115685,ES,
95563,Sfinari,115586,GR,
95564,Mugeni,115627,RO,
95565,"Hayters Hill,New South Wales",114593,AU,
95566,Syvde,13213,NO,
95567,Verkhny Fiagdon,115687,RU,
95568,"Laurierville,Quebec",115688,CA,
95569,Gualeguay,115648,AR,
95570,Boulogne-sur-Gesse,50111,FR,
95571,Lappers,115659,FI,
95572,Izvoarele,115660,RO,
95573,Pont-Péan,115563,FR,
95574,"Brooloo,Queensland",115661,AU,
95575,Salgues,115564,FR,
95576,Bontida,115662,RO,
95577,Bowala,115565,LK,
95578,Lithuania,14971,LT,
95579,La Barre-en-Ouche,115566,FR,
95580,Caluya,115567,PH,
95581,Fuentes de Peñacorada,115663,ES,
95582,Dúdar,115568,ES,
95583,Clairvaux-d'Aveyron,115569,FR,
95584,Havraníky,115625,CZ,
95585,Feleacu,115647,RO,
95586,Dösemealti,115572,TR,
95587,Nýrany,115582,CZ,
95588,Cotillas,115592,ES,
95589,Chârost,115594,FR,
95590,Kosta,115593,RU,
95591,Magnac-Lavalette-Villars,115649,FR,
95592,Escource,115595,FR,
95593,Hall,115596,NL,
95594,Bellevigne-en-Layon,115614,FR,
95595,Werkendam,55061,NL,
95596,Casares de las Hurdes,115679,ES,
95597,Arrojo,115651,ES,
95598,Butyn,115680,RU,
95599,Magdiwang,115573,PH,
95600,Cerevic,115574,RS,
95601,Bignona,115575,SN,
95602,Zarcero,115577,CR,
95603,O Irixo,115644,ES,
95604,Bradulet,115637,RO,
95605,Purciems,115700,LV,
95606,Narimanovo,115701,RU,
95607,East End,115570,AI,
95608,Eyvigues-et-Eybènes,115589,FR,
95609,Hoogwoud,113553,NL,
95610,Benthuizen,115588,NL,
95611,Saint-Médard,115590,FR,
95612,Lumivaara,115667,RU,
95613,Margineni,115634,RO,
95614,Éterpigny,115641,FR,
95615,Seseña Nuevo,115668,ES,
95616,Acebedo,115583,ES,
95617,Bompensiere,115584,IT,
95618,Journans,115571,FR,
95619,Kazlu Ruda,115587,LT,
95620,Palompon,115576,PH,
95621,Famars,115578,FR,
95622,Oria,115621,ES,
95623,Hyds,115617,FR,
95624,Ingber,115623,NL,
95625,Tylkowo,32536,PL,
95626,Figuig,115624,MA,
95627,Kortela,115707,RU,
95628,Salignac,51124,FR,
95629,Concourson-sur-Layon,50855,FR,
95630,Leuvenheim,115616,NL,
95631,Cazedarnes,115639,FR,
95632,Romilly-sur-Andelle,115620,FR,
95633,Druskininku,115581,LT,
95634,Hoyos,115626,ES,
95635,Rzhavki,115591,RU,
95636,La Grée-Saint-Laurent,115678,FR,
95637,Saint-Hilaire-du-Bois,115631,FR,
95638,Llesp,115632,ES,
95639,Heukelum,115611,NL,
95640,Preone,115615,IT,
95641,Envendos,115681,PT,
95642,Sajama National Park,115670,BO,
95643,Tasartico,81096,ES,
95644,Lipova,115618,RO,
95645,St. Julien du Pinet,13386,FR,
95646,Le Bocasse,115619,FR,
95647,Petauke,115643,ZM,
95648,Strömsnäsbruk,37843,SE,
